Location,Business name,Star Rating,Address1,Address2,Town Country,Zipcode,Phone,Source URL
Metropolitan Borough of Stockport,Trivelles Mayfair,3.5,230 Wellington Rd N,,Stockport,SK4 2QN,+44 161 432 2277,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChkIs6CUw5vnjr4mGg0vZy8xMWNuM3ZkNjR4EAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRHcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CAsQyvcEahgKEwjo4di43PjuAhUAAAAAHQAAAAAQxQg
Altrincham,Travelodge Altrincham Central,4.1,Grafton Tower,Stamford New Rd,Altrincham,WA14 1DQ,+44 871 984 6509,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChkI1PWphcrgtvDEARoML2cvMXBwMng1Zmc0EAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRHcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CCEQyvcEahgKEwjo4di43PjuAhUAAAAAHQAAAAAQxQg
Metropolitan Borough of Stockport,Village Hotel Cheadle,4.0,Cheadle Rd,Cheadle Hulme,Cheadle,SK8 1HW,,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChgI6f2usaD4wfkVGgwvZy8xMXhnMGpoMmsQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRHcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CDcQyvcEahgKEwjo4di43PjuAhUAAAAAHQAAAAAQxQg
Lancashire,Best Western Lancashire Manor Hotel,4.4,Prescott Road Wigan,35 Prescott Rd,Skelmersdale,WN8 9QD,+44 333 003 4187,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChkIqMD6oLL_kqRDGg0vZy8xMWI3eGw2eXNfEAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRHcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CE0QyvcEahgKEwjo4di43PjuAhUAAAAAHQAAAAAQxQg
Manchester,Hotel Indigo Manchester - Victoria Station,4.7,6 Todd St,,Manchester,M3 1WU,+44 161 359 7499,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChoI1Pe5trKOk8biARoNL2cvMTFmNmZ3d2NwdhAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRHcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CGMQyvcEahgKEwjo4di43PjuAhUAAAAAHQAAAAAQxQg
Cheshire,Best Western Pinewood Hotel on Wilmslow,4.2,180 Wilmslow Rd,Handforth,Wilmslow,SK9 3LF,+44 1625 529211,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChcI1b7ZguTU9O1QGgsvZy8xdHAyenh0cxAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRHcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CHwQyvcEahgKEwjo4di43PjuAhUAAAAAHQAAAAAQxQg
Manchester,Travelodge Manchester Upper Brook Street,4.1,227 Upper Brook St,,Manchester,M13 0HB,+44 871 984 6487,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChgIu86X4Kr0r6i3ARoLL2cvMXc4dzlrcG4QAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRHcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CJIBEMr3BGoYChMI6OHYuNz47gIVAAAAAB0AAAAAEMUI
Manchester,DoubleTree by Hilton Hotel Manchester - Piccadilly,4.3,One Piccadilly Place,1 Auburn St,Manchester,M1 3DG,+44 161 242 1000,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChcIkdm9vJD68OYWGgsvZy8xdGRjNHNndhAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRHcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CKoBEMr3BGoYChMI6OHYuNz47gIVAAAAAB0AAAAAEMUI
Altrincham,Best Western Cresta Court Hotel,3.9,Church St,,Altrincham,WA14 4DP,+44 161 927 7272,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChcIsLCzv9f2sY0DGgsvZy8xdGczNHJfNBAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRHcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CMIBEMr3BGoYChMI6OHYuNz47gIVAAAAAB0AAAAAEMUI
Manchester,The Gardens Hotel,3.5,55 Piccadilly,,Manchester,M1 2AP,+44 161 236 5155,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChgIw422g-X3msWtARoLL2cvMXYycHBuamMQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRHcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CNgBEMr3BGoYChMI6OHYuNz47gIVAAAAAB0AAAAAEMUI
Merseyside,"Holiday Inn Haydock M6,J23",4.0,Lodge Ln,,Newton-le-Willows,WA12 0JG,+44 333 320 9329,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChgIttLd2fiEhvieARoLL2cvMXRmZmNxejMQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRHcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CI4CEMr3BGoYChMI6OHYuNz47gIVAAAAAB0AAAAAEMUI
Rochdale District,Travelodge Manchester Birch M62 Eastbound,3.8,Moto Service Area,M62,Heywood,OL10 2QH,+44 871 984 6262,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChgIvqqWi96DwZOcARoLL2cvMXRqNTI0ODEQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CAsQyvcEahgKEwjo4di43PjuAhUAAAAAHQAAAAAQrAo
Manchester,Staycity Aparthotels - Manchester Piccadilly,4.5,Piccadilly Station Approach,8b Gateway House,Manchester,M1 2GH,+44 161 238 9800,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChkIwJqH8c6_qeIgGg0vZy8xMWM2MDVjeXdrEAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRHcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CPIBEMr3BGoYChMI6OHYuNz47gIVAAAAAB0AAAAAEMUI
Manchester,Hotel ibis budget Manchester Centre Pollard Street,3.8,2 Pollard St,,Manchester,M4 7DB,+44 20 7660 1678,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChkIl8D6v5D2vOXrARoML2cvMTFfbTNwa3RyEAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CCEQyvcEahgKEwjo4di43PjuAhUAAAAAHQAAAAAQrAo
Manchester,"La Reserve Aparthotel, Manchester",4.2,7 Ducie St,,Manchester,M1 2JB,+44 161 359 6380,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChkIgb-cyqzwrbYZGg0vZy8xMWJ6czJfY3RkEAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CDcQyvcEahgKEwjo4di43PjuAhUAAAAAHQAAAAAQrAo
Lancashire,The Wrightington Hotel & Health Club,4.4,Moss Ln,Wrightington,Wigan,WN6 9PB,+44 1257 425803,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChgI9v7DnIT02e3dARoLL2cvMXRjXzNtcm4QAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CE8QyvcEahgKEwjo4di43PjuAhUAAAAAHQAAAAAQrAo
Oldham District,Best Western Hotel Smokies Park,4.0,Ashton Rd,Bardsley,Oldham,OL8 3HX,+44 161 785 5000,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChgIg__H25Kt9eDxARoLL2cvMXdmdm02MTEQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CGYQyvcEahgKEwjo4di43PjuAhUAAAAAHQAAAAAQrAo
Manchester,Travelodge Manchester Sportcity,3.7,Birch St,West Gorton,Manchester,M12 5NT,+44 871 984 6293,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChgIpZDCidD-yITMARoLL2cvMXRnY2x2bngQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CHwQyvcEahgKEwjo4di43PjuAhUAAAAAHQAAAAAQrAo
Manchester,Regency Guesthouse Manchester,3.7,317-319,Dickenson Rd,Manchester,M13 0NR,+44 161 768 0209,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChoImZSM6rL8rraIARoNL2cvMTFnaDIwYmxrcxAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CJYBEMr3BGoYChMI6OHYuNz47gIVAAAAAB0AAAAAEKwK
Bury,Village Hotel Bury,4.2,Waterfold Business Park,Rochdale Rd,Bury,BL9 7BQ,,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChcI0OWHsIPr158TGgsvZy8xdjc2ejV5bhAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CK4BEMr3BGoYChMI6OHYuNz47gIVAAAAAB0AAAAAEKwK
Bolton,Travelodge Bolton Central River Street,4.0,River St,,Bolton,BL2 1BX,+44 871 984 6520,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChkI45n5-erW2oLYARoML2cvMTFnejhoeG5jEAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CMQBEMr3BGoYChMI6OHYuNz47gIVAAAAAB0AAAAAEKwK
Manchester,Luther King House,4.2,Brighton Grove,,Manchester,M14 5JP,+44 161 224 6404,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChcIg7fOi5TOpvZ9GgsvZy8xdGZ3anhsZxAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CN4BEMr3BGoYChMI6OHYuNz47gIVAAAAAB0AAAAAEKwK
Salford District,Stay Inn,3.6,55 Blackfriars Rd,Manchester,Salford,M3 7DB,+44 161 907 2277,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChgIrtm6saL-6qTmARoLL2cvMXRkZ3p2bDQQAQ?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CPQBEMr3BGoYChMI6OHYuNz47gIVAAAAAB0AAAAAEKwK
Manchester,Hotel ibis Manchester Centre Princess Street,4.1,Charles St,Princess St,Manchester,M1 7DG,+44 161 272 5000,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChkItYbymoLR7fSrARoML2cvMWhjNGRmc2tzEAE?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRWcwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CIoCEMr3BGoYChMI6OHYuNz47gIVAAAAAB0AAAAAEKwK
Walmersley,Red Hall Hotel,4.5,Manchester Rd,Walmersley,Walmersley,BL9 5NA,+44 1706 822476,https://www.google.com/travel/hotels/Greater%20Manchester/entity/ChcI8u7fspKFk5IrGgsvZy8xdGRjMDVrZBAB?g2lb=2502548%2C2503781%2C4258168%2C4270442%2C4306835%2C4317915%2C4328159%2C4371335%2C4401769%2C4419364%2C4463666%2C4466981%2C4482194%2C4482438%2C4486153%2C4491350%2C4495816%2C4496891%2C4503421%2C4507899%2C4270859%2C4284970%2C4291517&hl=en-BD&gl=bd&ap=EgNDRlEwA2gA&rp=OAFAAEgC&ictx=1&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAESABpdCj8SOzIlMHg0ODdiYTY1NGQzODgyZWIxOjB4MmNjN2Q4MjIyMWM2ODA4MToSR3JlYXRlciBNYW5jaGVzdGVyGgASGhIUCgcI5Q8QAxgJEgcI5Q8QAxgKGAEyAggCKg8KCygBSgIgAToDQkRUGgA&ved=0CAsQyvcEahgKEwjo4di43PjuAhUAAAAAHQAAAAAQnAw
