name,title,stars,review
YAYA SIRI,bargain batteries+!,5.0 out of 5 stars,these came with speedy delivery!also they are great value for money-wise in comparison to traditional brands.
mb,Great value!,5.0 out of 5 stars,amazon basics are great quality at an affordable price
Megan,Terrible Longetivity,2.0 out of 5 stars,These batteries are terrible. Bought for my amazon fire tv remote and lasted all of 2 months. TOTAL! Most batteries I've used in remotes have lasted 3-5 years. Spend the money and buy any brand besides these!
Tina M Wickizer,Batteries,5.0 out of 5 stars,Great value. Great lenght it lasts
Danielle,Great value,5.0 out of 5 stars,Great value and works well for the price. Will buy again
gogohusky,Yes,5.0 out of 5 stars,Best battery prices around
Suprmario44 ,AAA Batteries,5.0 out of 5 stars,"Great value batteries, work great and last just as long as top name brands"
PGB,"whew, that was fast",1.0 out of 5 stars,They didn't have a normal battery life span.
Sean Schnepper,Good batteries for the money,5.0 out of 5 stars,Some good ol double a batts
Ron,Good performing battery!,5.0 out of 5 stars,"I always used Duracell batteries, that is until I found these on Amazon. Granted, they may not last quite as long as Duracell batteries, but at 1/3 the cost, I can live with it!"
Rafael Figueira,Quite alkaline,5.0 out of 5 stars,"Electrifying batteries, work really well. Comes with 36 batteries, as described (no bonus battery for effort)."
Bruce Aungst,Great deal,5.0 out of 5 stars,"Low cost and they work. If you need alkaline batteries, this deal is very hard to beat. I haven't found any batteries to be defective, which is good."
Aureus. Wang,Great value!,5.0 out of 5 stars,Totally worth.
Amazon Customer,Value for the money,5.0 out of 5 stars,Good batteries
lilibet,best value in batteries,5.0 out of 5 stars,great batteries for a reasonable price
JerseyFresh,NOT easy to open,2.0 out of 5 stars,these are wrapped in packs of 5. celophane wrapper is impossible to unwrap. so annoying.
Christopher Rodriguez,Ok batteries,3.0 out of 5 stars,"Theere hit or miss,some last 2 days or 2 months"
Neha Bukhari,Worth it,5.0 out of 5 stars,Great work and price
Kathryn Mir-mohisefat,Count your batteries,1.0 out of 5 stars,I ordered and paid for 36 batteries and only received 23. The package was sealed when I opened it.
charlise monee ward,Great,4.0 out of 5 stars,Great
C. Robbins,Not good for me,2.0 out of 5 stars,Thinking the ad was too good to be true. Didn't keep a charge and most of the pkg I purchased was DOA
Rain,Best value,5.0 out of 5 stars,Best value out of market
Bri,Disappointed in longevity,2.0 out of 5 stars,Purchased for Roku remote did not last long at all
Amazon Customer,Not good,1.0 out of 5 stars,These batteries did not last very long
cchuckie51,not what i expected,3.0 out of 5 stars,these don't last not worth the money
Brent,Highly recommend stocking up here as opposed to blowing through your ...,5.0 out of 5 stars,I don't think I could run out of batteries now. Why buy name brand when these batteries have relatively the same life span and can save your wallet a ton. Highly recommend stocking up here as opposed to blowing through your cash at a convenience store spending twice the money for a pack of 6.
Fredrick Seward ,Batteries,5.0 out of 5 stars,They are very good batteries for the money
avid,Amazon Basics batteries are defective – BEWARE!,1.0 out of 5 stars,"I left a transistor radio on when I went out. I came home less than 9 hours later to find that the Amazon Basics batteries had overheated and melted, and destroyed the radio and some of the finish on my coffee table. They are cheap at the point of sale (I’ve purchased them in every size), but they are dangerous and cost me a radio and a coffee table, so not cheap in the long run."
James ,Good product,5.0 out of 5 stars,Last just as long as major brands
J. French Rennier,Re-Charges well,5.0 out of 5 stars,These batteries will re-charge using a charger built for purpose of recharging alkaline batteries 5 times at 90% then gradually deteriorating much like more expensive brands
Caitriona Spratt,Lasts days.,1.0 out of 5 stars,"Terrible. I wish we could return them, they last about a week in everything, maybe a month in a tv remote."
Roseanna Martinez,Good alternative brand,5.0 out of 5 stars,They seem to work just as well as any other brand
Barefoot Girl,Great value!,5.0 out of 5 stars,"Love these batteries, thinking of putting them back on my subscribe and save!"
Rvmadeline,Price was good,3.0 out of 5 stars,The price was right but they don’t last very long
Louise Short,They don’t last!,1.0 out of 5 stars,Worst battery on the market don’t buy!
Janice Stradley,It’s a battery,3.0 out of 5 stars,It’s a battery. Seems like a good deal. Convenient to order
Judy Stevenson,just okay,4.0 out of 5 stars,why the question of remote control
Leah Brooks,A bunch of batteries....,5.0 out of 5 stars,"They are a great value, and they work! Not much else to say about batteries..."
Christine Marquette,Would buy again,4.0 out of 5 stars,They worked pretty good
Kk,Always buy!,5.0 out of 5 stars,Just as good s as name brand
G R.  LI. NY,"Good value, longevity still questioned",4.0 out of 5 stars,I'm not sure yet that they last very long.
Thumbs-Up!!,Amazon Batteries Work Great!,5.0 out of 5 stars,I got these batteries and I didn’t know if I’d like them! To my surprise they work great! I used them in all my flashlights! I’m glad I bought them in bulk!
Mike,Thank you amazon,5.0 out of 5 stars,"Can tell no difference in these vs a big name. It is a very satisfying buy, as every time I see a new battery commercial I see the cost of batteries rising and rising."
Roni M.,"best price around, good quality",5.0 out of 5 stars,"good prices, I'M ABLE TO BUY MANY AT A TIME INSTEAD OF 2 OR 3"
Amazon Customer,Great batteries for a great price!,5.0 out of 5 stars,Great batteries!
Eric Orth,Powerful!!,5.0 out of 5 stars,Works great. Last long time!
Mommy1,They did the job at a good price!,5.0 out of 5 stars,They worked great for all those Christmas presents that needed batteries!
Danny Capistrano,A battery that is truly better than the competition.,5.0 out of 5 stars,LOVE THESE AND LOVE AMAZON..... We get a longer battery life at a better price. Time and time again we have purchased batteries costing 2 or 3 times more and the Amazon Basics ones are still the best. From extremely expensive camera equipment to office use and toys these batteries are awesome.
hotshot,Good,5.0 out of 5 stars,Good
Krissi,Good value batteries,5.0 out of 5 stars,"No issues with these batteries at all, and they were a great value for the money."
Brian P.,They don't last. I bought an Amazon fire stick ...,1.0 out of 5 stars,They don't last. I bought an Amazon fire stick. The batteries that came with it lasted one month . Those batteries were the same. I replaced with new. They lasted only a month.
Bethany Furey,EXPLODED,1.0 out of 5 stars,These exploded. They literally exploded in the charger. Two of them at separate times while charging. Sorry to say that. This is dangerous. Just an fyi.
Lisa Salazar,Serves the purpose well,5.0 out of 5 stars,"Great price, will buy again"
Carrieann Vecchione ,Good quality and price,5.0 out of 5 stars,Long life
DV54,Good purchase,5.0 out of 5 stars,Good buy for the price!
Frank,recommend,5.0 out of 5 stars,worth of the money. But it
Sarah,As described,5.0 out of 5 stars,Great quality and product
rajeev sreenivasan,AAA Battery from Amazon,5.0 out of 5 stars,I really value my money for purchasing this from Amazon.
Amazon Customer,Last long,5.0 out of 5 stars,Large amount
M. Petersen,Good Value,4.0 out of 5 stars,Buy all my batts from Amazon..they do the job...
elizabeth eckes,Censoed,1.0 out of 5 stars,Censored
Hope Kuzbay,Great product,5.0 out of 5 stars,These seem to be the best value and for me they last forever
Diana Meany,Long lasting,5.0 out of 5 stars,Awesome value for the money
shellshell,great batteries,5.0 out of 5 stars,"Very long lasting and worth the price, will buy again!"
Kindle Customer,"Well I was expecting a good battery, but I got a great battery",5.0 out of 5 stars,"I wasn't sure about buying these at first. Now I'll be buying more when I'm through with the pack. I use them for my Bose Quiet Comfort 15 and they work better than Duracell Quantum, and way cheaper. I'm not to sure on the time difference between them though, I just know I'm not changing them out as often."
Amazonshopaholic,Expected them to last much longer considering they were in led candies and tv remote,2.0 out of 5 stars,All died in less than 2/3 weeks in my led candles and tv remotes. Had to reorder another batch.
Darrell J.,Great value,5.0 out of 5 stars,Great battery for the best value.
Horizon2k,plenty of batteries for the right price,5.0 out of 5 stars,I have not used these batteries yet but the price was right. They came nicely packaged and since they have a 10 year shelf life they compare to other batteries. Will update once I actually use them as to how long they last.
James,Affordable and quality made!,5.0 out of 5 stars,"Such a good deal and hard to pass up; compared to batteries that are a bit overpriced in the store, this does the job well in a big pack."
Joseph L. Chernicoff,Works as Expected,4.0 out of 5 stars,as good as any AAA battery
Brittany Mayes,Poor quality,1.0 out of 5 stars,These batteries only last 1-2 days. Amazon brand usually never disappoints. But these are definitely under average. I would compare to dollar store batteries. Maybe even worse.
Chaya Rochel,"Great Price, Good Batteries",5.0 out of 5 stars,"So far so good. I've had problems with non-alkaline batteries in the past, but these seem to be lasting. Thanks."
Katie Marie,will by again,5.0 out of 5 stars,Good product
frugal buyer,Where's the Quality Assurance team?,2.0 out of 5 stars,"WTH!! Went through these extremely fast - it seems there were many ""DUDS"" filtered in with a few good batteries!! by the time I realized this, it was over thirty days, so ""live and learn""."
SH,Lack of longevity/lifespan,2.0 out of 5 stars,"These batteries do not last as long as typical Duracell or Energizer batteries, maybe half the life span of other batteries."
N. Daigneault,As described,5.0 out of 5 stars,Great deal and quality
LA Griffin,Good Deal,5.0 out of 5 stars,Excellent! quantity for very good price!
Kindle Customer,Good batteries!,5.0 out of 5 stars,They work for quite a while and they come in a box in packages of four. Great value!
Amazon Customer,Great!,5.0 out of 5 stars,Great!
Claudette,I will use these,5.0 out of 5 stars,Why do batteries need a remote
Shari A. Mann,As Advertised: Basic Batteries,5.0 out of 5 stars,"These are good. When I give battery operated gifts, which happened this Christmas, I always include the batteries. Time to order another batch. Have not had any complaints about short life, leakage, etc., and have no such complaints myself."
Alex,Good deal.,5.0 out of 5 stars,"I bought these to have around the house for random needs. They’re a good price, and they work just fine"
Pam ,Great value,5.0 out of 5 stars,"Great price, so far so good."
Amazon Customer,Good Value,4.0 out of 5 stars,They seem to last pretty good time. Cost is good. Will buy again
Deborah white,Ok,5.0 out of 5 stars,Ok
KHALID S.,"Grate Quality, Easy To Use, Reasonable Cost",5.0 out of 5 stars,"Grate Quality, Easy To Use, Reasonable Cost"
Nestor Garcia ,Work well,5.0 out of 5 stars,Spare batteries always come in handy
David Geller,Good price and fast delivery,5.0 out of 5 stars,What can I say... Its batteries delivered to your house at a good price
Sissywlb,Good value,5.0 out of 5 stars,I would buy them again.
Janie Kashy,Exactly as described,5.0 out of 5 stars,Exactly as described. Thanks
SinglyHanded,BEST BATTERIES EVER Seriously,5.0 out of 5 stars,"BEST BATTERIES EVERSeriously, way better than the two big brands that I have been buying for years.My insulin pump goes through one of these every 1.5 months were an energizer battery lasts .75 months"
Amazon Customer,dont charge,1.0 out of 5 stars,I bought both AA and AAA and none of them charge in the chargers. Wasted my money and have a ton of useless batteries now.
Chong Xiong,Great value,4.0 out of 5 stars,Not the best but gets the job done.
Rixstr,I am missing 24 batteries from my shipping box.....,1.0 out of 5 stars,How can I get the missing 24 batteries I paid for?
Tom Hayse,Great Battery,5.0 out of 5 stars,Good everyday battery
tyra goodman,N/A,5.0 out of 5 stars,N/A
6-PAK,Ordered in all sizes,4.0 out of 5 stars,Performance/longevity value.
Megan Kelly,Just what I needed,5.0 out of 5 stars,Good value for the price
Mochi,Cheap and works great,5.0 out of 5 stars,Great standard batteries.
Amazon Customer,Batteries,5.0 out of 5 stars,Good baggies to use
Cape Codder,Yet to tell...,4.0 out of 5 stars,....how long they last on a variety of products.
Tom Judge,Good deal (so far),4.0 out of 5 stars,Can't speak to logevity yet but good $.
Leah R. Ball,a,5.0 out of 5 stars,a
Yas,SATISFIED GREAT DEAL,5.0 out of 5 stars,"I was skeptical because of the brand , I usually go with Duracell but this deal I COULDN'T PASS UP. But all in all, they work like they should :)"
magic_screen,Really Short Battery Life,1.0 out of 5 stars,I was really surprised at how bad these were. Did not last long at all in remote controls we put in. Lasted a few weeks. Extremely disappointed.
rose in pa,Quality,5.0 out of 5 stars,Great batteries! I use slot if batteries thru hloidays znd i usually have to replace them at least once during the season. Didnt have to do that this year. Still bright at end of holiday.
Elizabeth English,Battery,5.0 out of 5 stars,Nice
R. L.,Doesn’t last!,1.0 out of 5 stars,"I have been using these for a year now. They used to be great, but they have changed. The life span are a joke. I was having to change remote control batteries once a week. I used up my last order in a week (Normally lasts 6-9 months) Beware! Please bring back the old ones!"
Colleen,Shrink wrapped to keep them orderly.,5.0 out of 5 stars,Time will tell on longevity but I like the way they were shrink wrapped so you don’t have them all loose and scattered.
Tyler Maggard,They’re okay,4.0 out of 5 stars,Used caving headlamp for underground exploration. Cheaper alternative compared to Duracell but does not last nearly as long. These batteries made me decide to go to a rechargeable headlamp.
Mike H. ,Great Value for the money! 👍🤠👍,5.0 out of 5 stars,Would Buy Again! Great Value for your money! 👍🤠👍
maddie manes,Nice,5.0 out of 5 stars,Nice batteries
Gareth,Good value,5.0 out of 5 stars,Great product
Analys Rodriguez,Please stop selling non working junky things test them  first it's a waste of money,2.0 out of 5 stars,They only lasted for 3 days from the day I received them.😤👎🤬
martini,Best Value,5.0 out of 5 stars,Last as long as Duracell
Krystle,Batteries,5.0 out of 5 stars,Meant to buy AA so they refunded me.
Kmack,Would definitely reccomend!,5.0 out of 5 stars,Perfect!
Amazon Customer,Worst Purchase,1.0 out of 5 stars,These do not hold up to any other battery. I have had to change the batteries 4x out of our push lights for 3 days in a row. They keep dying and we are not able to get but one days use out of these batteries. Very unhappy with this product. Dollar tree batteries last longer than these do.
Amazon Customer,Would buy again.,5.0 out of 5 stars,Great deal. Good quality.
Jill a rothwell,Aaa batteries amazon,5.0 out of 5 stars,Last long time
Chloe,Affordable and convenient,5.0 out of 5 stars,Can't be beat for the price and convenience of delivery. Work well
GingerSky,Good batteries,5.0 out of 5 stars,Great
Nelson Medina,a1,5.0 out of 5 stars,good
MTM,Worst batteries ever,1.0 out of 5 stars,Don’t buy spend your money on batteries that actually work.
Tee,Run!!!,1.0 out of 5 stars,Didn't last at all.
Amazon Customer,Perfect,5.0 out of 5 stars,Great price and they work fine what else could you ask for?
JoeVNJ42,"Lot's of batteries, well PKG.",5.0 out of 5 stars,"Lot's of batteries, for the money.Don't know their longevity yet."
Laura,Happy with them,5.0 out of 5 stars,We like this batteries as they are a decent price. We don’t think they last as long as name brand. But are happy with them.
susan,Very happy with these batteries. Will order again,5.0 out of 5 stars,Very happy with these batteries. Will order again
Sheila Lopez,Great price must buy,5.0 out of 5 stars,Work great and great price
Salah Aldeen Al Saleh,Very good batteries,5.0 out of 5 stars,good value for money
Sasi,Works great,5.0 out of 5 stars,Works great
Judd F ,Batteries,5.0 out of 5 stars,Great batteries. Works like all other batteries.
Meghan,They're batteries,5.0 out of 5 stars,These are a fine product
AShley Spencer,Excellent,5.0 out of 5 stars,"I was hesitant to buy them, technically there off brand. They work great. They last just as long as Duracell or Energizer."
Sharyl Johnson,THEY LAST!,5.0 out of 5 stars,I know my old Amazon batteries lasted a really long time. That is why I brought these!
janet ,having plenty on hand,5.0 out of 5 stars,all good
seanymphette,Great Value,5.0 out of 5 stars,Equal to other high quality batteries.
forrest bailey,No lifespan,1.0 out of 5 stars,Worst longevity
Angela,Cheap,3.0 out of 5 stars,Battery power didn't last long
Bob Klingenberg,Can count on them when we need them,5.0 out of 5 stars,Lots of power
Rick Wofford,You get what you pay for,2.0 out of 5 stars,Rayovac is probably a better battery
Tiffany F.,Sucked dry in jiff!,2.0 out of 5 stars,These things are dead in a matter of days. Everything from the remote to the race cars to the mouse - all dead in under a week.
Tanner Young,Great,5.0 out of 5 stars,Great buy and affordable
lacie henderson,Love it,5.0 out of 5 stars,Great deal
April Lee,Grat value for the money,5.0 out of 5 stars,The seem to be holding up good. My son uses them for everything and so far they have lasted!
EW,Good value.,5.0 out of 5 stars,Work for medium use things quite well.
Dan,Great price,5.0 out of 5 stars,I suppose I don't know what to say except that they are batteries. They seem to be working fine. Price was right.
Samuel Maeder,"Good value, great quantity.",5.0 out of 5 stars,Great value for amount of batteries. Would definitely purchase again.
Algie,Dependable prody,4.0 out of 5 stars,performed as promised
BAYAN LIOU,Works great.,5.0 out of 5 stars,I used to buy batteries from Amazon for years. They are good quality and good prices
therose,Can't complain! Good batteries.,5.0 out of 5 stars,Meets every single thing without a hitch
Jose L,Good,5.0 out of 5 stars,Batteries..
Brian h.,Great deal and great product,5.0 out of 5 stars,"I wasn't expecting much from a discount bulk brand, but amazon has surprised me. These batteries work just as well and just as long ( sometimes longer) as name brand ones. I will definitely be stocking p and buying my batteries like this fr0m now on"
QueenDENISE,Good Batteries,5.0 out of 5 stars,They work. I have no problems.
debi howard,Best value for your money,5.0 out of 5 stars,Long lasting and great price
Judy E. Baggett,Good value!,5.0 out of 5 stars,Used in my flickering Pilar candles.
Russel,Worth it to buy,5.0 out of 5 stars,Worth it to buy
omar,Great value,5.0 out of 5 stars,Good for all my stuff that need batteries and the good thing I can recharge them
Dmitriy Zh,AMAZING!,5.0 out of 5 stars,The price and quality of the batteries is beyond your imagination! You can buy FOUR batteries at price range of $5.50 at your local groceries store or get this one with one day shipping. Same quality.
MJ,great value,5.0 out of 5 stars,Exactly as described - fast shipping - highly recommend this seller.
Jet Leroy,A++++++++++++++++++,5.0 out of 5 stars,A++++++++++++++++++
T. Copeland,"Not sure just yet, still testing them",5.0 out of 5 stars,"Going to give these Amazon batteries a try. There's mixed reviews on these, but I wanted to test them out. So far they are good after a week."
BumbleBees,For the price,5.0 out of 5 stars,For the price on these batteries they are the best. From toys to remotes to lights they work great.
Kate Mahoney,Great alternative to name brands for a household that consumes as many batteries as we do.,5.0 out of 5 stars,I love ordering Amazon basics batteries! We go through a lot of batteries in our house because our son is a train fanatic. I've got these AAA batteries on my subscribe and save! They seem to last as long as energizer or a comparable brand.
John P Hammond,Great product.,5.0 out of 5 stars,Arrived super fast. Works great. Great product.
Elijah Lowe,i like the price,5.0 out of 5 stars,"I hate how expensive batteries are, so these were perfect"
Art Sherm,Equally as good as name brands,5.0 out of 5 stars,These batteries are as good as the name brands that spend many dollars on advertising. They last long.
WordLover,Major error - open package and only 28 batteries in it,1.0 out of 5 stars,What?!? Packed with only 28 batteries in it.
CDSAN,Don’t buy,1.0 out of 5 stars,The whole box of batteries is not good. We put them in items and our items read low battery! Waste of money waste of time
ALEX,very nice price,4.0 out of 5 stars,The product is excellent and the price is very reasonable
Garrett,Batteries don't last,1.0 out of 5 stars,Batteries didn't last a day. Waste of money.
Yoders,Great value,5.0 out of 5 stars,Best deal on batteries anywhere
AXA,Excellent & lower price than brand name,5.0 out of 5 stars,Have bought multiple times. Great price.
Michael Kruse,20pack of AAA batteries,5.0 out of 5 stars,"They are batteries, AAA in fact, a whole package of 20 of them. If you are in the market for 20 AAA batteries then these are for you."
mylesswan,battery,4.0 out of 5 stars,bought to have around
mr.d,good item,5.0 out of 5 stars,good item and price
Zachary M.,Wasteful packaging.,2.0 out of 5 stars,I have no issue with the actual batteries. They work fine. My problem is with the extremely wasteful packaging. The 20-pack comes in an oversized cardboard box with two slots for 10 batteries each. They could just as easily package them in a small thin cardboard box.
Doreen L. Orist,No long lasting,2.0 out of 5 stars,These are reasonably priced but don’t always work or last!!!
LarisaSolovyeva,Good batteries,5.0 out of 5 stars,Affordable batteries that have been working for a long time.
Charles,Thanks Charles !,5.0 out of 5 stars,Thank you and these were very good battery's .
Amazon Customer,Good value,5.0 out of 5 stars,Works better than Energizer and Duracell.
J. Palmer,So long Duracell.,5.0 out of 5 stars,"These batteries are as strong and reliable as the ""name brands."" I have now changed brands to Amazon."
Dee,Love them,5.0 out of 5 stars,They work really good. Buy them all the time.
ScrappyMom,Shocking,5.0 out of 5 stars,It's a battery
Cliff Bregstone,It takes forever to get the platic wrapping off. A real pain,3.0 out of 5 stars,See above. even if it costs more need easy to open box
Nadine R.,Quality batteries,5.0 out of 5 stars,Use it for flameless candles. Good value for the price.
Nicholas L. Dunton,Great value,5.0 out of 5 stars,Great batteries for price!
Sean Mac,Why pay more for less?,5.0 out of 5 stars,"Best value for the money, you just can't beat it"
Jody D,Will order again!,5.0 out of 5 stars,Have used multiple times. Just as described!
GTT,I love everything about these batteries and the price,4.0 out of 5 stars,I love everything about these batteries and the price. I hate the redundant packaging thought. Plastic wrapped and inside of cardboard and then taped again.
Emmy,As described by seller,5.0 out of 5 stars,As described by seller
Dion,Great buy,5.0 out of 5 stars,Product is great. Buying in bulk saves trips to the store. Great for all the kids toys.
Patti S,Great deal for quality batteries,5.0 out of 5 stars,Get alot for a great deal
Tom D.,They work decent,3.0 out of 5 stars,They work good for the price.
misa,Dont' last very long,1.0 out of 5 stars,I tried these Amazon batteries for my electronic door lock. The batteries I received may have been defective. They lasted less than 2 weeks compared to Duracel batteries that last 4-6 months.
Paul M,Good value,5.0 out of 5 stars,"Seem to work as well as top name brands, time will tell if I do a 2nd purchase"
hannah,Great,5.0 out of 5 stars,Works very well
marie,Good buy,5.0 out of 5 stars,Cheaper and lasts as long as name brands
Sj,Okay for the price,3.0 out of 5 stars,They didn’t last long
Lance Pickard,Great batteries,5.0 out of 5 stars,basic batteries with above average value and quality
vvhitevvolf,Good batteries for a good price.,5.0 out of 5 stars,I got these to power many items around the house. You can't beat the price. Thumbs up. Will buy again.
Sandra Normoyle,Good value,5.0 out of 5 stars,I find these Batteries are as good as higher priced batteries
John,These Batteries Are Awesome!,5.0 out of 5 stars,Crazy good deal. These batteries are easily every bit as good as top brand name batteries. My kids now prefer amazon batteries to any other in their console controllers... which I think says a lot. Great job Amazon!!
MediaBoxEnt,great value,5.0 out of 5 stars,These are the only batteries I buy! they do its job and every-time I change the batteries I remember where most of my stuff comes from! :)
penny pincher,Woopie,5.0 out of 5 stars,Great charge
Rikay Fillman,Cheap And Get The Job Done,4.0 out of 5 stars,I’d recommend for purchase.
Teresa H. Cato,Great product and great price.,5.0 out of 5 stars,Great product & great price!!
Rohit Jain,Package was broken and 2 batteries were short,2.0 out of 5 stars,"I have received the package 2 days late and understandable due to thanksgiving holiday. Third day when I received the package, it was broken and there were 3 packs of batteries 2 of them were intact 12 each but 3rd pack has on 10 batteries. Poor packing !!!"
John Daly Jr,Great Batteries,5.0 out of 5 stars,This my second order. I go through a hundred per year. I haven't had any problem with lack of quality
Syed,Longnlasting,4.0 out of 5 stars,Good price and seems to be long Iasting.
pfloydbrat,Good value for price,5.0 out of 5 stars,"They work and last just as good as other higher priced batteries. Wasn't sure of quality for the price, but have had no issues with them. Will buy them again."
Rosy F.,... these batteries a few times and so far so good and at a great price,5.0 out of 5 stars,"I have bought these batteries a few times and so far so good and at a great price, they are just as good or better than the big $ ones.So sayith Ray and that's all I'm saying , for now anyways."
Paul Rusinko,Good buy.,5.0 out of 5 stars,Work great.
Ily,Great buy,5.0 out of 5 stars,Long lasting and good price
Jay,Great value,5.0 out of 5 stars,"Works great, worth the value for sure"
Tabatha S.,Works as well as name brands,5.0 out of 5 stars,Works as well as the name brands! Bought these to stock up on supplies and have been happy with how long they last!
Bad Mackrel,"great price, good batteries",5.0 out of 5 stars,they perform as well as other named brand batteries and they are priced well. I recommend.
SellSaleSell,Great buy!,5.0 out of 5 stars,Great buy!
Jeremy ,Seem to be lasting,4.0 out of 5 stars,I installed these batteries in my TV remote control about a month ago. So far so good. Good deal.
sunny mccoy,Good quality. As described.,5.0 out of 5 stars,Good quality. As described.
charles b.,great price,5.0 out of 5 stars,excellent product at a great price....i buy most of my batteries through amazon
Gary Smith,Quality product,5.0 out of 5 stars,Quality product
Amy Tuller,use these at home and work,5.0 out of 5 stars,these work just as well as the expensive name brands do
julian,Service,3.0 out of 5 stars,"I had to order this package three times I until I finally received it. The second and third time I did not pay for them, but when i did finally receive them in the mail after about two weeks. There were some batteries missing, three little packets were missing, a total of 12 batteries since they come in packs of four. The batteries seem to work well, but their service with them are horrible."
Ytherasa,Great batteries and better price,5.0 out of 5 stars,Comparable to the best.
relevantslim,They don't seem to last as long as alkalines. ...,4.0 out of 5 stars,They don't seem to last as long as alkalines. I don't know if that's univeral among rechargeable batteries but I'd give them 5 stars if they did.
gugu,Last long,5.0 out of 5 stars,Last long
Nimgol,worked very well.,5.0 out of 5 stars,works good and they are very inexpensive.
Renae O'Neill,great value,5.0 out of 5 stars,great price
Johnath W. Carmichael,DOA,1.0 out of 5 stars,DOA
Ema james,works great,5.0 out of 5 stars,"I using two for my mouse right now ""let me tell you they have Lasted""."
Christopher Muros,Worst Alkaline Batteries I've Ever Tried,2.0 out of 5 stars,I need one battery for my Quip electric toothbrush but I constantly have to change it about every other week. Frustrating. I have used heavy duty batteries that have lasted longer. There is a reason why they are so cheap. Not for longevity.
Javier Vizcarra,Batteries,4.0 out of 5 stars,They are bateries
Miketn,Good product,5.0 out of 5 stars,Working well on the things I have so far used them on. These batteries seem to be as good as Duracell
Kindle Customer,The price is right!,5.0 out of 5 stars,Seems just as good as any battery at a better price!
Kyle Staudt,Blinking and overheated,1.0 out of 5 stars,"Don’t buy! I bought 2 packs of these to replace batteries in a classy set of small flashlights. On the very first day of use, I had flashlights blinking and some were overheating where the students brought them up to me and said his hand was burning up from holding the flashlight."
tlp,they are amazing,5.0 out of 5 stars,they work great last long good value for the price
ohad,Great,5.0 out of 5 stars,Great battery fast shipping
Corey,batteries were dead 2 mos. after received,1.0 out of 5 stars,batteries were dead 2 mos. after received
Tay,good,5.0 out of 5 stars,works great
R. Is,Barely last.,1.0 out of 5 stars,These really don't last long. I have finished a pack in less than a year just on my Roku remote.
willblake,batteries!,4.0 out of 5 stars,"The batteries are wrapped in little packs of 4 that are kind of annoying to unwrap. I guess it's just a manufacturing convenience. Otherwise they're batteries and seem to work as well as any others, so the price and convenience has made them my go-to."
donald long,Excellent price,4.0 out of 5 stars,Work well very good battery
RHGrove,As good as the name brand,5.0 out of 5 stars,Never had an issue
Deb,This AmazonBasics AAA Performance Alkaline Batteries 20-Pack was a great bargain that puts the batteries at $0,5.0 out of 5 stars,Batteries can be so expensive when you are purchasing small quantities. This AmazonBasics AAA Performance Alkaline Batteries 20-Pack was a great bargain that puts the batteries at $0.33 cents each or less. They work well.
Candycat,Great value,5.0 out of 5 stars,"On my second box now, this is a great value. I highly recommend buying Amazon batteries."
Rajamazon,Worth it 🤘🏻,4.0 out of 5 stars,Thank you 😊.. totally worth the money
Amazon Customer,Great value!,5.0 out of 5 stars,"They last as long as any big brand name battery, and they are a great price! Will always order again."
Jennifer Thurmond,Good value,5.0 out of 5 stars,Good value
Kevin Borishkevich,Good buy,5.0 out of 5 stars,Their batteries not much to say.
Jayme Karen,Great batteries,5.0 out of 5 stars,No issues with these at all. They work
J. Roman,They’re batteries,5.0 out of 5 stars,And they work.
Rogelio R Olea,💡⚡️⚡️Batteries ⚡️⚡️💡,5.0 out of 5 stars,"I’m not paying 17.49 for a 16pk of batteries 🔋, when I can get a 20pk for 8.49.............the price and quality are great 👍🏼"
shortandbeautiful,Valuable,5.0 out of 5 stars,Works good
Cali,Do not buy!!,1.0 out of 5 stars,Splurge for the name brand. ALL batteries in orig order and replacement were dead.
Hi,Good,5.0 out of 5 stars,Good quality batteries
rita abbott,value,5.0 out of 5 stars,last really well and a great value
Melissa Duardo,Great buy,4.0 out of 5 stars,Great value work and last just as long as the expensive batteries. Have not noticed any difference is usage in any device
Raf,"Great value, reliable",5.0 out of 5 stars,"Well priced, decent batteries!"
Jenn,Work well and good value,4.0 out of 5 stars,These work well and are cheaper than other brands
eric thompson,Great value,5.0 out of 5 stars,Great value
Paul,what can i say,5.0 out of 5 stars,cant beat cheap battery with no markup until other battery manufactuer where you pay for a name brand
EMac69,Good price and quality,5.0 out of 5 stars,Happy with purchase
Lonnie Hairfield,Batteries!,5.0 out of 5 stars,It's a great deal on batteries that work wonderful.
Amazon Customer,Batteries,5.0 out of 5 stars,Great batteries. Great price.
Zootal,"Fully charged, work great.",5.0 out of 5 stars,"I have several packs of Amazon basic batteries, and they do the job. They are not high end batteries, but they do exactly what they are advertised to do. All of the ones I've used or tested were fully charged and worked great."
Sweetnclever,Good,5.0 out of 5 stars,Satisfied
HLD,Still working,5.0 out of 5 stars,Bought these for multiple items in warehouse. They are working fine. Good value
D. Mckenna,Good price and they work.,5.0 out of 5 stars,Good price and they get the job done. I’ve reordered a few times now.
Ruby,Work good,5.0 out of 5 stars,mThey work pretty good. Good for the price
Romualdo S.,Not as good as I expected,2.0 out of 5 stars,Used 6 AAA for my DYMO machine it but it did not work. The printing stopped not even halfway if printing 1 word.
MoJ ,A month in a remote...NOT BAD!,5.0 out of 5 stars,Lasted longer that store batteries.
JAck,Just AAA Batteries,5.0 out of 5 stars,Good for toys or a flashlight that your kid will get ahold of and leave on.
